Input,Ground Truth,Release,Artist
capture/IMG_5348-0033.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0034.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0035.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0036.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0037.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0038.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0039.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0040.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0041.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0042.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0043.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0044.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0045.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0046.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0047.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0048.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0049.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0050.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0051.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5348-0052.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0000.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0001.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0002.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0003.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0004.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0005.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0006.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0007.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0008.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0009.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0010.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0011.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0012.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0013.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0014.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0015.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0016.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0017.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0018.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0019.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0020.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0021.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0022.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0023.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0024.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0025.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0026.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0027.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0028.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0029.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0030.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0031.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0032.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0033.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0034.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0035.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0036.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0037.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0038.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0039.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0040.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0041.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5349-0042.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0000.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0001.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0002.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0003.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0004.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0005.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0006.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0007.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0008.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0009.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0010.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0011.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0012.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0013.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0014.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0015.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0016.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0017.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0018.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0019.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0020.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0021.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0022.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0023.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0024.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0025.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0026.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0027.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0028.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0029.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0030.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0031.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0032.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0033.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0034.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0035.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0036.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0037.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0038.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0039.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0040.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0041.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0042.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0043.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0044.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0045.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0046.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0047.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0048.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0049.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0050.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0051.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0052.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0053.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0054.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0055.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0056.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5350-0057.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0000.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0001.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0002.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0003.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0004.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0005.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0006.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0007.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0008.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0009.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0010.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0011.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0012.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0013.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0014.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0015.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0016.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0017.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0018.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0019.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0020.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0021.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0022.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0023.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0024.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0025.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0026.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0027.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0028.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0029.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0030.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0031.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0032.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0033.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0034.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0035.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0036.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0037.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0038.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0039.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0040.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0041.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0042.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0043.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0044.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5351-0045.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5352-0000.jpg,reference/71FHenuWTqL.jpg,Queen II,Queen
capture/IMG_5353-0000.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0001.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0002.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0003.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0004.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0005.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0006.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0007.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0008.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0009.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0010.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0011.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0012.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0013.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0014.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0015.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0016.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0017.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0018.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0019.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0020.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0021.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0022.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0023.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0024.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0025.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0026.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0027.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0028.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0029.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0030.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0031.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0032.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0033.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0034.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0035.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0036.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0037.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0038.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0039.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0040.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0041.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0042.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0043.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0044.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0045.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0046.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0047.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0048.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0049.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0050.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0051.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0052.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0053.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0054.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0055.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0056.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0057.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0058.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0059.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0060.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0061.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0062.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0063.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0064.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0065.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0066.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0067.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0068.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0069.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5353-0070.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0000.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0001.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0002.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0003.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0004.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0005.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0006.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0007.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0008.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0009.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0010.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0011.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0012.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0013.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0014.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0015.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0016.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0017.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0018.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0019.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0020.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0021.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0022.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0023.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0024.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0025.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
capture/IMG_5354-0026.jpg,reference/81LoPHPHthL.jpg,Fleetwood Mac,Fleetwood Mac
